2018-06-08 14:59:03,749 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@174d20a: startup date [Fri Jun 08 14:59:03 CST 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2018-09-04 20:29:56,079 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2018-09-04 20:29:56,089 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-50277-1536064195573-0:1) started | org.apache.activemq.broker.BrokerService | main
2018-09-04 20:29:56,090 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2018-09-04 20:29:56,588 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2018-09-04 20:29:56,675 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2018-09-04 20:29:56,971 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2018-09-05 18:49:44,360 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7921b0a2: startup date [Wed Sep 05 18:49:44 CST 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2018-09-05 18:50:00,450 | INFO  | PListStore:[D:\software\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2018-09-05 18:50:00,547 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\software\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2018-09-05 18:50:02,506 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-05 18:50:02,921 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-05 18:50:05,914 | INFO  | @2:11901822, 100000 entries recovered .. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-05 18:50:06,884 | INFO  | Recovery replayed 133011 operations from the journal in 4.153 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-05 18:50:07,115 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-50555-1536144606945-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2018-09-05 18:50:07,236 | INFO  | Listening for connections at: tcp://DESKTOP-AIP0B5D:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-05 18:50:07,236 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2018-09-05 18:50:07,242 | INFO  | Listening for connections at: amqp://DESKTOP-AIP0B5D:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-05 18:50:07,243 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2018-09-05 18:50:07,247 | INFO  | Listening for connections at: stomp://DESKTOP-AIP0B5D:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-05 18:50:07,248 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2018-09-05 18:50:07,253 | INFO  | Listening for connections at: mqtt://DESKTOP-AIP0B5D:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-05 18:50:07,253 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2018-09-05 18:50:07,650 | INFO  | Listening for connections at ws://DESKTOP-AIP0B5D:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2018-09-05 18:50:07,651 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2018-09-05 18:50:07,651 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-50555-1536144606945-0:1) started | org.apache.activemq.broker.BrokerService | main
2018-09-05 18:50:07,652 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2018-09-05 18:50:09,203 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2018-09-05 18:50:09,455 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2018-09-05 18:50:18,056 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2018-09-08 09:46:33,135 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7921b0a2: startup date [Sat Sep 08 09:46:33 CST 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2018-09-08 09:46:35,970 | INFO  | PListStore:[D:\software\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2018-09-08 09:46:36,008 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\software\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2018-09-08 09:46:37,670 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-08 09:46:37,796 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-08 09:46:40,833 | INFO  | @2:11901822, 100000 entries recovered .. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-08 09:46:42,150 | INFO  | Recovery replayed 147586 operations from the journal in 4.446 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-08 09:46:42,338 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-51423-1536371202184-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2018-09-08 09:46:42,514 | INFO  | Listening for connections at: tcp://DESKTOP-AIP0B5D:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-08 09:46:42,514 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2018-09-08 09:46:42,520 | INFO  | Listening for connections at: amqp://DESKTOP-AIP0B5D:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-08 09:46:42,521 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2018-09-08 09:46:42,527 | INFO  | Listening for connections at: stomp://DESKTOP-AIP0B5D:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-08 09:46:42,527 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2018-09-08 09:46:42,532 | INFO  | Listening for connections at: mqtt://DESKTOP-AIP0B5D:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-08 09:46:42,532 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2018-09-08 09:46:43,021 | INFO  | Listening for connections at ws://DESKTOP-AIP0B5D:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2018-09-08 09:46:43,031 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2018-09-08 09:46:43,033 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-51423-1536371202184-0:1) started | org.apache.activemq.broker.BrokerService | main
2018-09-08 09:46:43,034 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2018-09-08 09:46:43,783 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2018-09-08 09:46:43,887 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2018-09-08 09:46:44,537 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2018-09-12 16:24:12,881 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7921b0a2: startup date [Wed Sep 12 16:24:12 CST 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2018-09-12 16:24:14,398 | INFO  | PListStore:[D:\software\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2018-09-12 16:24:14,410 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\software\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2018-09-12 16:24:16,367 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-12 16:24:16,540 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-12 16:24:19,726 | INFO  | @2:11901822, 100000 entries recovered .. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-12 16:24:21,920 | INFO  | Recovery replayed 168593 operations from the journal in 5.534 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-12 16:24:22,125 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-61040-1536740661996-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2018-09-12 16:24:22,202 | INFO  | Listening for connections at: tcp://DESKTOP-AIP0B5D:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-12 16:24:22,203 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2018-09-12 16:24:22,209 | INFO  | Listening for connections at: amqp://DESKTOP-AIP0B5D:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-12 16:24:22,209 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2018-09-12 16:24:22,214 | INFO  | Listening for connections at: stomp://DESKTOP-AIP0B5D:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-12 16:24:22,215 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2018-09-12 16:24:22,220 | INFO  | Listening for connections at: mqtt://DESKTOP-AIP0B5D:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-12 16:24:22,221 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2018-09-12 16:24:22,389 | INFO  | Listening for connections at ws://DESKTOP-AIP0B5D:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2018-09-12 16:24:22,390 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2018-09-12 16:24:22,390 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-61040-1536740661996-0:1) started | org.apache.activemq.broker.BrokerService | main
2018-09-12 16:24:22,391 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2018-09-12 16:24:22,905 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2018-09-12 16:24:23,018 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2018-09-12 16:24:23,327 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2018-09-13 16:45:43,735 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7921b0a2: startup date [Thu Sep 13 16:45:43 CST 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2018-09-13 16:45:46,971 | INFO  | PListStore:[D:\software\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2018-09-13 16:45:46,985 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\software\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2018-09-13 16:45:56,257 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-13 16:45:56,355 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-13 16:46:00,389 | INFO  | @2:11901822, 100000 entries recovered .. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-13 16:46:05,811 | INFO  | Recovery replayed 176439 operations from the journal in 9.529 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-13 16:46:07,763 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-51858-1536828366485-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2018-09-13 16:46:08,715 | INFO  | Listening for connections at: tcp://DESKTOP-AIP0B5D:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-13 16:46:09,001 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2018-09-13 16:46:09,185 | INFO  | Listening for connections at: amqp://DESKTOP-AIP0B5D:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-13 16:46:09,486 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2018-09-13 16:46:09,593 | INFO  | Listening for connections at: stomp://DESKTOP-AIP0B5D:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-13 16:46:09,862 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2018-09-13 16:46:09,869 | INFO  | Listening for connections at: mqtt://DESKTOP-AIP0B5D:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-13 16:46:09,870 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2018-09-13 16:46:11,899 | INFO  | Listening for connections at ws://DESKTOP-AIP0B5D:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2018-09-13 16:46:12,042 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2018-09-13 16:46:12,126 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-51858-1536828366485-0:1) started | org.apache.activemq.broker.BrokerService | main
2018-09-13 16:46:12,253 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2018-09-13 16:46:14,141 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2018-09-13 16:46:14,557 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2018-09-13 16:46:18,195 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2018-09-21 14:36:23,104 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7921b0a2: startup date [Fri Sep 21 14:36:21 CST 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2018-09-21 14:37:17,596 | INFO  | PListStore:[D:\software\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2018-09-21 14:37:17,687 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\software\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2018-09-21 14:37:29,392 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-21 14:37:29,573 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-21 14:37:32,522 | INFO  | @2:11901822, 100000 entries recovered .. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-21 14:37:35,246 | INFO  | @2:23801249, 200000 entries recovered .. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-21 14:37:35,863 | INFO  | Recovery replayed 222631 operations from the journal in 6.446 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-21 14:37:38,158 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-50080-1537511856526-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2018-09-21 14:37:39,103 | INFO  | Listening for connections at: tcp://DESKTOP-AIP0B5D:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-21 14:37:39,112 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2018-09-21 14:37:39,122 | INFO  | Listening for connections at: amqp://DESKTOP-AIP0B5D:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-21 14:37:39,122 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2018-09-21 14:37:39,126 | INFO  | Listening for connections at: stomp://DESKTOP-AIP0B5D:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-21 14:37:39,127 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2018-09-21 14:37:39,131 | INFO  | Listening for connections at: mqtt://DESKTOP-AIP0B5D:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-21 14:37:39,131 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2018-09-21 14:37:48,956 | INFO  | Listening for connections at ws://DESKTOP-AIP0B5D:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2018-09-21 14:37:48,957 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2018-09-21 14:37:48,957 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-50080-1537511856526-0:1) started | org.apache.activemq.broker.BrokerService | main
2018-09-21 14:37:48,958 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2018-09-21 14:37:55,236 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2018-09-21 14:37:55,720 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2018-09-21 14:38:01,211 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2018-09-25 09:05:43,832 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7921b0a2: startup date [Tue Sep 25 09:05:43 CST 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2018-09-25 09:06:20,464 | INFO  | PListStore:[D:\software\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2018-09-25 09:06:20,682 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\software\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2018-09-25 09:06:40,924 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-25 09:06:42,382 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-25 09:06:45,053 | INFO  | @2:11901822, 100000 entries recovered .. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-25 09:06:47,848 | INFO  | @2:23801249, 200000 entries recovered .. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-25 09:06:48,934 | INFO  | Recovery replayed 226756 operations from the journal in 7.709 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-25 09:06:52,415 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-50691-1537837610978-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2018-09-25 09:06:54,283 | INFO  | Listening for connections at: tcp://DESKTOP-AIP0B5D:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-25 09:06:54,283 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2018-09-25 09:06:54,288 | INFO  | Listening for connections at: amqp://DESKTOP-AIP0B5D:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-25 09:06:54,289 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2018-09-25 09:06:54,293 | INFO  | Listening for connections at: stomp://DESKTOP-AIP0B5D:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-25 09:06:54,294 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2018-09-25 09:06:54,299 | INFO  | Listening for connections at: mqtt://DESKTOP-AIP0B5D:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-25 09:06:54,300 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2018-09-25 09:07:03,718 | INFO  | Listening for connections at ws://DESKTOP-AIP0B5D:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2018-09-25 09:07:03,719 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2018-09-25 09:07:03,720 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-50691-1537837610978-0:1) started | org.apache.activemq.broker.BrokerService | main
2018-09-25 09:07:03,720 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2018-09-25 09:07:08,729 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2018-09-25 09:07:10,732 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2018-09-25 09:07:19,295 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2018-09-29 09:07:24,887 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7921b0a2: startup date [Sat Sep 29 09:07:24 CST 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2018-09-29 09:07:27,757 | INFO  | PListStore:[D:\software\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2018-09-29 09:07:27,782 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\software\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2018-09-29 09:07:30,058 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-29 09:07:30,158 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-29 09:07:33,262 | INFO  | @2:11901822, 100000 entries recovered .. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-29 09:07:36,086 | INFO  | @2:23801249, 200000 entries recovered .. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-29 09:07:37,750 | INFO  | Recovery replayed 257200 operations from the journal in 7.687 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-09-29 09:07:37,953 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-58792-1538183257803-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2018-09-29 09:07:38,020 | INFO  | Listening for connections at: tcp://DESKTOP-AIP0B5D:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-29 09:07:38,021 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2018-09-29 09:07:38,027 | INFO  | Listening for connections at: amqp://DESKTOP-AIP0B5D:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-29 09:07:38,027 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2018-09-29 09:07:38,032 | INFO  | Listening for connections at: stomp://DESKTOP-AIP0B5D:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-29 09:07:38,034 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2018-09-29 09:07:38,039 | INFO  | Listening for connections at: mqtt://DESKTOP-AIP0B5D:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-29 09:07:38,039 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2018-09-29 09:07:38,161 | INFO  | Listening for connections at ws://DESKTOP-AIP0B5D:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2018-09-29 09:07:38,163 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2018-09-29 09:07:38,164 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-58792-1538183257803-0:1) started | org.apache.activemq.broker.BrokerService | main
2018-09-29 09:07:38,164 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2018-09-29 09:07:38,629 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2018-09-29 09:07:38,721 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2018-09-29 09:07:39,111 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2018-10-08 08:58:41,021 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7921b0a2: startup date [Mon Oct 08 08:58:40 CST 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2018-10-08 08:58:58,258 | INFO  | PListStore:[D:\software\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2018-10-08 08:58:58,307 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\software\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2018-10-08 08:59:04,088 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-10-08 08:59:04,862 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-10-08 08:59:07,563 | INFO  | @2:11901822, 100000 entries recovered .. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-10-08 08:59:10,343 | INFO  | @2:23801249, 200000 entries recovered .. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-10-08 08:59:12,277 | INFO  | Recovery replayed 270510 operations from the journal in 8.123 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
